latitude(deg);longitude(deg);height(m);Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio
40103593308;-105170838616;15372752;1;16;0.0055;0.0059;0.0106;0.0013;-0.0037;-0.0025;0.99;5.4
40103583640;-105170823028;15372848;1;16;0.0070;0.0077;0.0116;0.0044;-0.0043;-0.0032;0.19;5.4
40103573752;-105170807461;15372882;1;16;0.0065;0.0071;0.0116;0.0035;-0.0043;-0.0031;0.39;5.4
40103563705;-105170791666;15372941;1;16;0.0056;0.0064;0.0112;0.0021;-0.0044;-0.0035;0.59;5.1
40103553492;-105170775635;15373112;1;16;0.0055;0.0063;0.0110;0.0018;-0.0042;-0.0033;0.79;4.9
40103543016;-105170759578;15373275;1;16;0.0055;0.0061;0.0108;0.0017;-0.0043;-0.0032;0.99;4.7
40103532331;-105170743403;15373292;1;16;0.0054;0.0060;0.0106;0.0016;-0.0041;-0.0030;0.19;4.6
40103521639;-105170726971;15373421;1;16;0.0062;0.0058;0.0104;0.0019;-0.0034;-0.0014;0.39;6.5
40103510616;-105170710361;15373531;1;15;0.0064;0.0058;0.0109;0.0016;-0.0035;0.0023;0.59;6.6
40103499431;-105170693507;15373604;1;15;0.0062;0.0058;0.0110;0.0012;-0.0036;0.0020;0.79;6.6
40103488149;-105170676296;15373700;1;16;0.0060;0.0058;0.0110;0.0011;-0.0036;0.0015;0.99;6.5
40103475983;-105170657642;15376490;2;14;0.0548;0.0358;0.0795;0.0264;-0.0278;0.0368;0.19;3.0
40103464357;-105170639918;15376451;2;13;0.0548;0.0358;0.0795;0.0264;-0.0279;0.0367;0.39;2.8
40103453239;-105170623248;15373608;1;13;0.0071;0.0070;0.0117;0.0035;-0.0056;-0.0044;0.59;3.6
40103441262;-105170604961;15373662;1;14;0.0071;0.0070;0.0117;0.0035;-0.0056;-0.0045;0.79;3.7
40103429155;-105170586476;15373774;1;15;0.0068;0.0070;0.0117;0.0035;-0.0056;-0.0045;0.99;3.8
40103416895;-105170567611;15373671;1;15;0.0066;0.0069;0.0115;0.0035;-0.0055;-0.0043;0.19;4.0
40103404407;-105170548782;15373601;1;15;0.0065;0.0069;0.0115;0.0034;-0.0055;-0.0043;0.39;4.1
40103391951;-105170529459;15373588;1;14;0.0066;0.0069;0.0118;0.0033;-0.0056;-0.0037;0.59;4.3
40103379213;-105170510020;15373470;1;14;0.0080;0.0071;0.0121;0.0042;-0.0054;-0.0021;0.79;4.5
40103366254;-105170490451;15373395;1;14;0.0078;0.0067;0.0121;0.0037;-0.0050;0.0005;0.99;4.6
40103353125;-105170470651;15373218;1;13;0.0090;0.0070;0.0120;0.0042;-0.0052;-0.0016;0.19;4.6
40103339986;-105170450673;15373075;1;12;0.0090;0.0072;0.0121;0.0046;-0.0053;-0.0015;0.39;4.7
40103326744;-105170430662;15373018;1;12;0.0086;0.0072;0.0121;0.0046;-0.0053;-0.0015;0.59;4.8
40103313291;-105170410811;15372879;1;12;0.0085;0.0072;0.0122;0.0045;-0.0053;-0.0016;0.79;4.8
40103299107;-105170389564;15375743;2;11;0.0548;0.0360;0.0794;0.0268;-0.0275;0.0368;0.99;1.6
40103285586;-105170369574;15375679;2;10;0.0548;0.0360;0.0795;0.0268;-0.0274;0.0369;0.19;1.6
40103271914;-105170349697;15375600;2;11;0.0548;0.0360;0.0795;0.0268;-0.0274;0.0369;0.39;1.6
40103258315;-105170329673;15375403;2;12;0.0547;0.0359;0.0794;0.0266;-0.0273;0.0369;0.59;1.6
40103244578;-105170309614;15375336;2;12;0.0546;0.0358;0.0794;0.0265;-0.0272;0.0369;0.79;1.6
40103230900;-105170289474;15375507;2;14;0.0546;0.0358;0.0794;0.0264;-0.0272;0.0370;0.99;1.6
40103217165;-105170269167;15375662;2;13;0.0545;0.0357;0.0793;0.0263;-0.0273;0.0369;0.19;1.6
40103203256;-105170248875;15375842;2;11;0.0546;0.0357;0.0793;0.0264;-0.0272;0.0370;0.39;1.6
40103189282;-105170228566;15375896;2;12;0.0545;0.0356;0.0792;0.0262;-0.0274;0.0368;0.59;1.6
40103175265;-105170208223;15375886;2;13;0.0545;0.0356;0.0792;0.0262;-0.0274;0.0368;0.79;1.6
40103161327;-105170187867;15376018;2;14;0.0544;0.0357;0.0792;0.0263;-0.0271;0.0369;0.99;1.6
40103147365;-105170167453;15376136;2;16;0.0542;0.0356;0.0792;0.0261;-0.0272;0.0367;0.19;1.7
40103133428;-105170147226;15376231;2;15;0.0542;0.0358;0.0792;0.0262;-0.0275;0.0365;0.39;1.9
40103119451;-105170127015;15376227;2;15;0.0541;0.0357;0.0792;0.0261;-0.0277;0.0363;0.59;2.0
40103105503;-105170106942;15376351;2;15;0.0541;0.0357;0.0791;0.0261;-0.0277;0.0362;0.79;2.1
40103091514;-105170086818;15376500;2;15;0.0540;0.0357;0.0791;0.0261;-0.0278;0.0362;0.99;2.2
40103077590;-105170066843;15376687;2;15;0.0540;0.0356;0.0790;0.0260;-0.0278;0.0361;0.19;2.3
40103063741;-105170046871;15376708;2;15;0.0540;0.0356;0.0790;0.0260;-0.0278;0.0361;0.39;2.4
40103049891;-105170026960;15376694;2;14;0.0540;0.0356;0.0790;0.0261;-0.0278;0.0361;0.59;2.5
40103036251;-105170006940;15376658;2;14;0.0540;0.0356;0.0790;0.0260;-0.0278;0.0361;0.79;2.8
40103022463;-105169987163;15376552;2;16;0.0540;0.0356;0.0790;0.0260;-0.0278;0.0361;0.99;2.8
40103008950;-105169967305;15376545;2;16;0.0539;0.0355;0.0789;0.0259;-0.0277;0.0361;0.19;2.9
40102995440;-105169947610;15376333;2;15;0.0538;0.0354;0.0788;0.0258;-0.0277;0.0360;0.39;3.0
40102983043;-105169929065;15373422;1;13;0.0069;0.0067;0.0117;0.0029;-0.0034;0.0013;0.59;3.2
40102969642;-105169909560;15373537;1;13;0.0070;0.0067;0.0117;0.0029;-0.0030;0.0020;0.79;3.3
40102956499;-105169889619;15373381;1;13;0.0077;0.0077;0.0123;0.0044;-0.0043;-0.0016;0.99;3.4
40102943326;-105169869877;15373162;1;13;0.0075;0.0073;0.0123;0.0041;-0.0049;-0.0024;0.19;3.5
40102930343;-105169850129;15373021;1;14;0.0073;0.0071;0.0122;0.0039;-0.0052;-0.0027;0.39;3.7
40102917324;-105169830479;15373077;1;16;0.0073;0.0071;0.0121;0.0038;-0.0053;-0.0029;0.59;3.7
40102904424;-105169810989;15373170;1;16;0.0066;0.0067;0.0119;0.0030;-0.0050;-0.0028;0.79;3.7
40102891475;-105169791619;15373031;1;15;0.0068;0.0064;0.0117;0.0027;-0.0046;-0.0019;0.99;3.8
40102878661;-105169772361;15373002;1;15;0.0067;0.0062;0.0113;0.0024;-0.0043;-0.0012;0.19;3.8
40102865944;-105169753390;15373185;1;15;0.0067;0.0061;0.0111;0.0023;-0.0041;-0.0008;0.39;3.8
40102852308;-105169733215;15375903;2;12;0.0537;0.0355;0.0787;0.0259;-0.0277;0.0359;0.59;1.6
40102839773;-105169714296;15375760;2;12;0.0537;0.0355;0.0787;0.0259;-0.0277;0.0359;0.79;1.6
40102827361;-105169695468;15375692;2;12;0.0537;0.0355;0.0787;0.0260;-0.0277;0.0359;0.99;1.6
40102814933;-105169676772;15375620;2;12;0.0540;0.0354;0.0787;0.0259;-0.0276;0.0360;0.19;1.9
40102802743;-105169658104;15375589;2;11;0.0540;0.0355;0.0788;0.0260;-0.0272;0.0363;0.39;2.4
40102790726;-105169639631;15375709;2;12;0.0539;0.0355;0.0788;0.0260;-0.0271;0.0363;0.59;2.6
40102778805;-105169621185;15375839;2;13;0.0538;0.0355;0.0788;0.0259;-0.0271;0.0363;0.79;2.8
40102766994;-105169602882;15375899;2;12;0.0538;0.0355;0.0793;0.0256;-0.0275;0.0368;0.99;2.2
40102755433;-105169584774;15376168;2;13;0.0537;0.0355;0.0795;0.0254;-0.0277;0.0369;0.19;2.2
40102743744;-105169566616;15376274;2;12;0.0537;0.0354;0.0794;0.0254;-0.0277;0.0368;0.39;2.2
40102732167;-105169548694;15376308;2;12;0.0538;0.0355;0.0793;0.0252;-0.0277;0.0368;0.59;1.6
40102720789;-105169530922;15376383;2;10;0.0547;0.0355;0.0800;0.0252;-0.0277;0.0382;0.79;1.7
40102709631;-105169513576;15376172;2;10;0.0549;0.0355;0.0803;0.0251;-0.0278;0.0387;0.99;1.7
40102698572;-105169496621;15375975;2;10;0.0560;0.0354;0.0814;0.0253;-0.0276;0.0405;0.19;1.6
40102688003;-105169480207;15375353;2;10;0.0562;0.0354;0.0817;0.0250;-0.0279;0.0409;0.39;1.6
40102678094;-105169464107;15374719;2;8;0.0561;0.0354;0.0816;0.0247;-0.0280;0.0400;0.59;1.2
40102668135;-105169448528;15373010;2;7;0.0566;0.0354;0.0823;0.0250;-0.0275;0.0409;0.79;1.3
40102657521;-105169434030;15372271;2;5;0.0627;0.0356;0.0878;0.0265;-0.0269;0.0485;0.99;0.0
40102647403;-105169419915;15371447;2;6;0.0700;0.0356;0.0970;0.0273;-0.0260;0.0600;0.19;0.0
40102637446;-105169405743;15370899;2;6;0.0810;0.0376;0.1075;0.0214;-0.0290;0.0736;0.39;0.0
40102629146;-105169392464;15371725;2;6;0.0912;0.0386;0.1157;0.0130;-0.0323;0.0849;0.59;0.0
40102622071;-105169380562;15373277;2;7;0.0645;0.0380;0.0930;0.0243;-0.0243;0.0529;0.79;0.0
40102613855;-105169369371;15373625;2;8;0.0641;0.0411;0.0953;0.0249;-0.0157;0.0532;0.99;0.0
40102606032;-105169358250;15374109;2;9;0.0675;0.0409;0.0981;0.0273;-0.0140;0.0583;0.19;0.0
40102598026;-105169347833;15374236;2;8;0.0725;0.0402;0.1041;0.0297;-0.0105;0.0663;0.39;0.0
40102590368;-105169338314;15374561;2;7;0.0764;0.0413;0.1099;0.0249;-0.0235;0.0728;0.59;0.0
40102582340;-105169329623;15373694;2;5;0.0808;0.0453;0.1137;0.0065;-0.0329;0.0772;0.79;0.0
40102574185;-105169322047;15373146;2;5;0.0822;0.0482;0.1139;-0.0169;-0.0361;0.0776;0.99;0.0
40102565737;-105169314027;15372255;2;4;0.0954;0.0490;0.1238;-0.0246;-0.0403;0.0916;0.19;0.0
40102557886;-105169308026;15371561;2;6;0.1169;0.0503;0.1441;-0.0368;-0.0496;0.1157;0.39;0.0
40102536554;-105169292420;15369425;2;4;0.1882;0.0540;0.2473;0.0349;0.0367;0.2071;0.99;0.0
40102530360;-105169286504;15369912;2;9;0.1470;0.0549;0.2205;0.0359;0.0462;0.1653;0.19;0.0
40102524785;-105169280809;15372630;2;11;0.1198;0.0539;0.1851;0.0182;0.0328;0.1294;0.39;0.0
40102518252;-105169276165;15371908;2;11;0.1154;0.0515;0.1624;-0.0019;-0.0110;0.1185;0.59;0.0
40102511964;-105169271357;15371856;2;10;0.1143;0.0508;0.1594;0.0065;-0.0169;0.1175;0.79;0.0
40102505554;-105169266659;15371811;2;10;0.1128;0.0506;0.1566;0.0079;-0.0181;0.1157;0.99;0.0
40102500098;-105169261832;15372093;2;11;0.1109;0.0505;0.1531;0.0067;-0.0194;0.1130;0.19;0.0
40102494683;-105169257541;15372421;2;10;0.1102;0.0508;0.1507;-0.0072;-0.0213;0.1113;0.39;0.0
40102489863;-105169253097;15372732;2;11;0.1092;0.0505;0.1495;-0.0063;-0.0218;0.1102;0.59;0.0
40102485440;-105169248169;15372869;2;12;0.1086;0.0503;0.1492;-0.0056;-0.0223;0.1097;0.79;0.0
40102481377;-105169243131;15372846;2;12;0.1082;0.0501;0.1491;-0.0054;-0.0226;0.1094;0.99;0.0
40102477761;-105169237807;15372925;2;11;0.1079;0.0501;0.1490;-0.0059;-0.0230;0.1092;0.19;0.0
40102474549;-105169232054;15372932;2;11;0.1076;0.0500;0.1488;-0.0060;-0.0233;0.1089;0.39;0.0
40102472125;-105169226305;15373026;2;11;0.1073;0.0499;0.1485;-0.0060;-0.0235;0.1086;0.59;0.0
40102470258;-105169220248;15373055;2;12;0.1069;0.0499;0.1480;-0.0060;-0.0236;0.1081;0.79;0.0
40102468950;-105169214410;15373042;2;12;0.1066;0.0499;0.1476;-0.0060;-0.0237;0.1076;0.99;0.0
40102467984;-105169208581;15373009;2;12;0.1063;0.0498;0.1471;-0.0061;-0.0238;0.1072;0.19;0.0
40102467444;-105169202713;15373055;2;12;0.1059;0.0498;0.1467;-0.0062;-0.0239;0.1068;0.39;0.0
40102467815;-105169197134;15373020;2;12;0.1057;0.0497;0.1464;-0.0064;-0.0240;0.1065;0.59;0.0
40102468714;-105169191729;15372916;2;12;0.1053;0.0497;0.1460;-0.0066;-0.0241;0.1061;0.79;0.0
40102470128;-105169186560;15373036;2;12;0.1050;0.0497;0.1457;-0.0067;-0.0242;0.1058;0.99;0.0
40102471768;-105169181529;15373000;2;12;0.1047;0.0496;0.1453;-0.0069;-0.0243;0.1054;0.19;0.0
40102473858;-105169176809;15372969;2;11;0.1045;0.0496;0.1451;-0.0072;-0.0244;0.1051;0.39;0.0
40102476452;-105169172473;15372910;2;11;0.1042;0.0496;0.1449;-0.0074;-0.0246;0.1049;0.59;0.0
40102479395;-105169168745;15372861;2;11;0.1040;0.0496;0.1446;-0.0076;-0.0247;0.1046;0.79;0.0
40102482578;-105169165459;15372887;2;11;0.1038;0.0496;0.1444;-0.0078;-0.0247;0.1043;0.99;0.0
40102485849;-105169162608;15372910;2;11;0.1035;0.0495;0.1441;-0.0079;-0.0248;0.1040;0.19;0.0
40102489276;-105169160459;15372832;2;14;0.1033;0.0495;0.1438;-0.0081;-0.0249;0.1037;0.39;0.0
40102492969;-105169158583;15372858;2;13;0.1030;0.0495;0.1436;-0.0082;-0.0250;0.1034;0.59;0.0
40102496726;-105169157198;15372856;2;14;0.1028;0.0495;0.1433;-0.0084;-0.0251;0.1032;0.79;0.0
40102500726;-105169156233;15372800;2;14;0.1026;0.0494;0.1430;-0.0085;-0.0252;0.1029;0.99;0.0
40102504848;-105169155964;15372752;2;13;0.1023;0.0496;0.1429;-0.0086;-0.0256;0.1026;0.19;0.0
40102509152;-105169156347;15372526;2;13;0.1021;0.0496;0.1427;-0.0087;-0.0257;0.1024;0.39;0.0
40102513653;-105169157201;15372542;2;15;0.1018;0.0495;0.1423;-0.0087;-0.0256;0.1020;0.59;0.0
40102518030;-105169158789;15372307;2;15;0.1015;0.0495;0.1419;-0.0087;-0.0255;0.1017;0.79;0.0
40102522318;-105169161178;15372243;2;14;0.1013;0.0494;0.1415;-0.0087;-0.0253;0.1014;0.99;0.0
40102526671;-105169164354;15372154;2;15;0.1010;0.0493;0.1412;-0.0087;-0.0253;0.1010;0.19;0.0
40102530785;-105169168292;15372054;2;14;0.1007;0.0493;0.1409;-0.0087;-0.0252;0.1007;0.39;0.0
40102534723;-105169172957;15372066;2;14;0.1005;0.0493;0.1405;-0.0087;-0.0252;0.1004;0.59;0.0
40102538568;-105169178020;15372162;2;14;0.1002;0.0493;0.1403;-0.0087;-0.0252;0.1001;0.79;0.0
40102542427;-105169183556;15372198;2;14;0.1000;0.0493;0.1400;-0.0087;-0.0252;0.0998;0.99;0.0
40102545991;-105169189722;15372201;2;14;0.0998;0.0493;0.1397;-0.0088;-0.0252;0.0995;0.19;0.0
40102549717;-105169196505;15372152;2;15;0.0995;0.0492;0.1393;-0.0088;-0.0251;0.0991;0.39;0.0
40102553595;-105169203932;15372045;2;16;0.0992;0.0492;0.1390;-0.0089;-0.0252;0.0987;0.59;0.0
40102557866;-105169211797;15372137;2;15;0.0989;0.0492;0.1387;-0.0088;-0.0252;0.0984;0.79;0.0
40102562334;-105169220138;15372186;2;15;0.0986;0.0492;0.1384;-0.0088;-0.0252;0.0981;0.99;0.0
40102567020;-105169228989;15372197;2;14;0.0984;0.0491;0.1381;-0.0089;-0.0252;0.0979;0.19;0.0
40102571973;-105169237913;15372266;2;14;0.0982;0.0491;0.1378;-0.0088;-0.0252;0.0975;0.39;0.0
40102577070;-105169247478;15372312;2;13;0.0979;0.0492;0.1376;-0.0088;-0.0251;0.0973;0.59;0.0
40102582274;-105169257637;15372103;2;12;0.0978;0.0492;0.1374;-0.0087;-0.0250;0.0971;0.79;0.0
40102587598;-105169267651;15372045;2;11;0.0978;0.0492;0.1374;-0.0075;-0.0247;0.0971;0.99;0.0
40102593395;-105169278327;15372036;2;11;0.0978;0.0492;0.1373;-0.0075;-0.0246;0.0971;0.19;0.0
40102599450;-105169289135;15371812;2;11;0.0977;0.0492;0.1372;-0.0073;-0.0245;0.0969;0.39;0.0
40102605332;-105169300540;15371502;2;11;0.0976;0.0492;0.1371;-0.0071;-0.0245;0.0968;0.59;0.0
40102611897;-105169312053;15371440;2;10;0.0976;0.0492;0.1371;-0.0068;-0.0244;0.0968;0.79;0.0
40102618685;-105169323984;15371392;2;9;0.0979;0.0492;0.1371;-0.0054;-0.0242;0.0970;0.99;0.0
40102625732;-105169336123;15371457;2;9;0.0979;0.0492;0.1371;-0.0053;-0.0242;0.0970;0.19;0.0
40102633087;-105169348487;15371492;2;9;0.0979;0.0492;0.1371;-0.0051;-0.0241;0.0969;0.39;0.0
40102640492;-105169361034;15371581;2;10;0.0978;0.0492;0.1370;-0.0049;-0.0241;0.0968;0.59;0.0
40102648138;-105169373925;15371321;2;11;0.0976;0.0492;0.1369;-0.0052;-0.0240;0.0967;0.79;0.0
40102655884;-105169386829;15371218;2;9;0.0980;0.0492;0.1376;-0.0061;-0.0242;0.0974;0.99;0.0
40102664010;-105169399872;15370989;2;8;0.1007;0.0497;0.1398;-0.0044;-0.0232;0.1002;0.19;0.0
40102672152;-105169413335;15371017;2;8;0.1048;0.0496;0.1439;0.0077;-0.0213;0.1051;0.39;0.0
40102680658;-105169426739;15370978;2;6;0.1099;0.0496;0.1485;0.0091;-0.0196;0.1103;0.59;0.0
40102688960;-105169440184;15370160;2;6;0.1129;0.0496;0.1516;0.0108;-0.0184;0.1137;0.79;0.0
40102697193;-105169454027;15369788;2;6;0.1143;0.0495;0.1532;0.0117;-0.0178;0.1154;0.99;0.0
40102705839;-105169468159;15369682;2;6;0.1145;0.0495;0.1535;0.0121;-0.0176;0.1158;0.19;0.0
40102715172;-105169482302;15369616;2;7;0.1143;0.0495;0.1533;0.0122;-0.0176;0.1156;0.39;0.0
40102724572;-105169496608;15369566;2;8;0.1077;0.0494;0.1477;0.0096;-0.0194;0.1086;0.59;0.0
40102734095;-105169511003;15369499;2;8;0.1054;0.0494;0.1453;0.0074;-0.0203;0.1058;0.79;0.0
40102743725;-105169525498;15369579;2;8;0.1043;0.0493;0.1439;0.0055;-0.0210;0.1044;0.99;0.0
40102753460;-105169539818;15369409;2;10;0.1036;0.0493;0.1429;0.0053;-0.0214;0.1034;0.19;0.0
40102763149;-105169554160;15369323;2;10;0.1029;0.0493;0.1421;0.0046;-0.0216;0.1027;0.39;0.0
40102772983;-105169568462;15369181;2;12;0.1023;0.0492;0.1416;0.0038;-0.0218;0.1021;0.59;0.0
40102782764;-105169582754;15369023;2;12;0.1019;0.0492;0.1412;0.0028;-0.0220;0.1017;0.79;0.0
40102792620;-105169597051;15368866;2;13;0.1015;0.0491;0.1408;0.0006;-0.0222;0.1014;0.99;0.0
40102802557;-105169611395;15368831;2;12;0.1012;0.0491;0.1405;0.0016;-0.0221;0.1011;0.19;0.0
40102812452;-105169625730;15368709;2;13;0.1008;0.0491;0.1402;0.0023;-0.0221;0.1006;0.39;0.0
40102822287;-105169640288;15368671;2;13;0.1004;0.0490;0.1398;-0.0019;-0.0222;0.1002;0.59;0.0
40102832046;-105169655072;15368581;2;12;0.1002;0.0491;0.1396;0.0011;-0.0222;0.1000;0.79;0.0
40102841909;-105169669961;15368470;2;12;0.1000;0.0490;0.1394;0.0014;-0.0221;0.0998;0.99;0.0
40102851829;-105169684977;15368473;2;14;0.0997;0.0490;0.1391;-0.0007;-0.0222;0.0994;0.19;0.0
40102861681;-105169700195;15368544;2;14;0.0995;0.0489;0.1389;-0.0029;-0.0224;0.0992;0.39;0.0
40102871876;-105169715410;15368832;2;13;0.0994;0.0490;0.1387;-0.0020;-0.0223;0.0990;0.59;0.0
40102882021;-105169730922;15368886;2;13;0.0992;0.0489;0.1386;-0.0024;-0.0223;0.0989;0.79;0.0
40102892191;-105169746570;15368825;2;12;0.0991;0.0489;0.1384;-0.0031;-0.0225;0.0987;0.99;0.0
40102902661;-105169762259;15368897;2;13;0.0988;0.0489;0.1381;-0.0033;-0.0225;0.0984;1.19;0.0
40102913180;-105169778178;15368975;2;13;0.0986;0.0489;0.1379;-0.0034;-0.0225;0.0981;0.39;0.0
40102923759;-105169794234;15369023;2;15;0.0984;0.0488;0.1377;-0.0038;-0.0226;0.0979;0.59;0.0
40102934553;-105169810391;15369228;2;14;0.0982;0.0488;0.1375;-0.0039;-0.0226;0.0977;0.79;0.0
40102945331;-105169826765;15369455;2;14;0.0980;0.0488;0.1373;-0.0040;-0.0226;0.0975;0.99;0.0
40102956198;-105169843253;15369679;2;15;0.0977;0.0488;0.1370;-0.0042;-0.0226;0.0971;1.19;0.0
40102967155;-105169859688;15369845;2;14;0.0975;0.0489;0.1368;-0.0031;-0.0231;0.0967;0.39;0.0
40102978152;-105169876274;15369898;2;14;0.0972;0.0489;0.1366;-0.0032;-0.0232;0.0964;0.59;0.0
40102989170;-105169892767;15369965;2;16;0.0969;0.0489;0.1362;-0.0036;-0.0233;0.0960;0.79;0.0
40103000175;-105169909361;15370039;2;15;0.0966;0.0488;0.1359;-0.0037;-0.0233;0.0956;0.99;0.0
40103011283;-105169926050;15370105;2;13;0.0965;0.0488;0.1357;-0.0027;-0.0232;0.0955;0.19;0.0
40103022453;-105169942592;15370089;2;15;0.0964;0.0488;0.1356;-0.0028;-0.0232;0.0954;0.39;0.0
40103033622;-105169959227;15370176;2;15;0.0962;0.0487;0.1354;-0.0037;-0.0232;0.0952;0.59;1.1
40103044676;-105169975950;15370173;2;15;0.0960;0.0486;0.1352;-0.0042;-0.0232;0.0950;0.79;1.1
40103055774;-105169992773;15370209;2;16;0.0958;0.0486;0.1349;-0.0046;-0.0232;0.0947;0.99;1.1
40103066826;-105170009339;15370194;2;15;0.0955;0.0487;0.1347;-0.0042;-0.0234;0.0944;0.19;1.1
40103077889;-105170025689;15370060;2;15;0.0953;0.0486;0.1344;-0.0043;-0.0235;0.0941;0.39;1.1
40103088720;-105170042001;15370016;2;15;0.0951;0.0486;0.1342;-0.0045;-0.0236;0.0938;0.59;1.1
40103099596;-105170058029;15369925;2;15;0.0949;0.0486;0.1339;-0.0046;-0.0236;0.0935;0.79;1.1
40103110341;-105170073999;15369873;2;15;0.0947;0.0486;0.1338;-0.0046;-0.0236;0.0933;0.99;1.1
40103121089;-105170089609;15369726;2;15;0.0944;0.0486;0.1335;-0.0047;-0.0236;0.0930;0.19;1.1
40103131910;-105170105119;15369551;2;15;0.0942;0.0486;0.1333;-0.0048;-0.0237;0.0928;0.39;1.1
40103142775;-105170120665;15369417;2;15;0.0940;0.0485;0.1330;-0.0049;-0.0237;0.0925;0.59;1.1
40103153789;-105170136138;15369374;2;15;0.0938;0.0485;0.1328;-0.0049;-0.0237;0.0923;0.79;1.1
40103164916;-105170151603;15369274;2;15;0.0936;0.0485;0.1326;-0.0050;-0.0237;0.0920;0.99;1.1
40103176146;-105170167265;15369138;2;14;0.0935;0.0486;0.1324;-0.0048;-0.0238;0.0917;1.19;1.3
40103187510;-105170183040;15369077;2;15;0.0932;0.0486;0.1321;-0.0049;-0.0238;0.0914;0.39;1.7
40103198908;-105170198930;15368983;2;16;0.0929;0.0486;0.1319;-0.0051;-0.0238;0.0911;0.59;2.0
40103210545;-105170214938;15369046;2;15;0.0927;0.0485;0.1316;-0.0054;-0.0236;0.0909;0.79;2.4
40103222218;-105170231015;15369127;2;15;0.0924;0.0484;0.1313;-0.0057;-0.0235;0.0906;0.99;2.6
40103233869;-105170247191;15369042;2;14;0.0923;0.0484;0.1311;-0.0052;-0.0234;0.0904;0.19;2.8
40103249890;-105170265119;15372440;1;12;0.0081;0.0072;0.0137;0.0039;-0.0019;0.0059;0.39;3.1
40103261794;-105170281502;15372381;1;12;0.0082;0.0072;0.0138;0.0041;-0.0006;0.0061;0.59;3.5
40103273738;-105170298073;15372469;1;12;0.0082;0.0072;0.0137;0.0041;0.0009;0.0061;0.79;3.7
40103285731;-105170314834;15372418;1;12;0.0072;0.0069;0.0121;0.0031;-0.0026;0.0033;0.99;4.0
40103297829;-105170331842;15372632;1;12;0.0103;0.0073;0.0167;0.0032;-0.0034;0.0097;0.19;4.4
40103309928;-105170348986;15372936;1;13;0.0090;0.0071;0.0169;0.0025;-0.0038;0.0089;0.39;4.8
40103321953;-105170365952;15372633;1;12;0.0080;0.0071;0.0126;0.0043;0.0027;0.0052;0.59;3.8
40103333933;-105170383314;15372525;1;12;0.0081;0.0071;0.0127;0.0044;0.0028;0.0053;0.79;4.8
40103345900;-105170400681;15372780;1;13;0.0080;0.0071;0.0127;0.0043;0.0028;0.0052;0.99;4.8
40103357861;-105170417926;15372811;1;13;0.0078;0.0067;0.0124;0.0038;0.0016;0.0049;0.19;4.9
40103369841;-105170435240;15372822;1;12;0.0083;0.0074;0.0126;0.0049;-0.0039;0.0029;0.39;4.8
40103381657;-105170452552;15372973;1;12;0.0083;0.0074;0.0125;0.0049;-0.0045;0.0020;0.59;4.9
40103393424;-105170469922;15373181;1;12;0.0082;0.0074;0.0125;0.0048;-0.0047;0.0016;0.79;4.9
40103405153;-105170487267;15373243;1;12;0.0082;0.0074;0.0124;0.0048;-0.0048;0.0012;0.99;4.9
40103412437;-105170503306;15369664;2;13;0.0912;0.0485;0.1298;0.0038;-0.0235;0.0888;0.19;1.9
40103423880;-105170520587;15369736;2;14;0.0910;0.0484;0.1296;0.0026;-0.0235;0.0887;0.39;1.9
40103439469;-105170539321;15373407;1;13;0.0079;0.0077;0.0121;0.0049;-0.0060;-0.0041;0.59;3.6
40103450616;-105170556437;15373351;1;14;0.0079;0.0077;0.0122;0.0049;-0.0061;-0.0042;0.79;3.5
40103461522;-105170573401;15373329;1;14;0.0074;0.0076;0.0122;0.0045;-0.0062;-0.0043;0.99;3.4
40103472427;-105170590274;15373481;1;14;0.0069;0.0074;0.0121;0.0042;-0.0062;-0.0044;0.19;3.6
40103478585;-105170605540;15369748;2;13;0.0901;0.0483;0.1288;0.0006;-0.0236;0.0877;0.39;2.0
40103488865;-105170621870;15369709;2;14;0.0899;0.0483;0.1286;-0.0019;-0.0236;0.0875;0.59;1.3
40103498884;-105170638066;15369611;2;14;0.0898;0.0482;0.1284;-0.0024;-0.0236;0.0873;0.79;1.2
40103508848;-105170653850;15369532;2;14;0.0896;0.0482;0.1282;-0.0029;-0.0236;0.0871;0.99;1.1
40103523045;-105170670916;15373616;1;13;0.0079;0.0077;0.0127;0.0047;-0.0065;-0.0037;0.19;3.6
40103532649;-105170686479;15373582;1;14;0.0077;0.0075;0.0126;0.0045;-0.0064;-0.0035;0.39;3.6
40103542075;-105170701777;15373559;1;16;0.0073;0.0074;0.0125;0.0041;-0.0062;-0.0036;0.59;3.5
40103551426;-105170716784;15373532;1;15;0.0072;0.0069;0.0124;0.0034;-0.0058;-0.0026;0.79;3.4
40103560627;-105170731394;15373470;1;15;0.0070;0.0066;0.0122;0.0029;-0.0053;-0.0017;0.99;3.3
40103569514;-105170745853;15373367;1;16;0.0069;0.0065;0.0120;0.0026;-0.0050;-0.0010;1.19;3.2
40103578168;-105170759866;15373277;1;16;0.0066;0.0063;0.0116;0.0024;-0.0048;-0.0014;0.39;3.2
40103586617;-105170773453;15373171;1;17;0.0064;0.0063;0.0113;0.0023;-0.0047;-0.0018;0.59;3.1
